Fall;Gewicht;Erreichbarkeit;STICH;f1;f2_question;f2A1;f2A2;f2A3;f2A4;f2A5;f3_question;f3A1;f3A2;f3A3;f3A4;f3A5;f3A6;f4_question;f4A1;f4A2;f4A3;f4A4;f4A5;f4A6;f4A7;f4A8;f4A9;f4A10;f4A11;f5;f6_question;f6A1_1;f6A2_1;f6A3_1;f6A4_1;f6A5_1;f7;f8_question;f8A1_1;f8A2_1;f8A3_1;f8A4_1;f8A5_1;f8A6_1;f8A7_1;f8A8_1;f8A9_1;f9_question;f9A1_1;f9A2_1;f9A3_1;f9A4_1;f10_question;f10A1;f10A2;f10A3;f10A4;f10A5;f10A6;f11;f11b;f11c;f12;f13_question;f13A1_1;f13A2_1;f13A3_1;f14;f14b;f15;f16;f17;f18;f19_question;f19A1_1;f19A2_1;f19A3_1;f19A4_1;f19A5_1;f19A6_1;f20_question;f20A1_1;f20A2_1;f20A3_1;f20A4_1;f20A5_1;f20A6_1;f20A7_1;f20A8_1;f20A9_1;f20A10_1;f20A11_1;f21_question;f21A1;f21A2;f21A3;f21A4;f21A5;f21A6;f21A7;f21A8;f21A9;f21A10;f21A11;f21A12;f21A13;f22;f23_question;f23A1_1;f23A2_1;f23A3_1;f23A4_1;f24;f24b_question;f24bA1;f24bA2;f24bA3;f24bA4;f24bA5;f24bA6;f24bA7;f25;s1;s2A1;s2neu;S2b;s3A1;s4A1;s5;s6;s6b;s7;BLX;GGK7;GKBIK10
1203;1,68526732;aus DatenschutzgrÅnden gelîscht ;2;2;;0;1;1;0;0;;1;1;1;0;0;0;;1;0;1;1;0;1;1;1;0;0;0;4;;9;1;4;2;2;1;;2;2;2;2;3;2;2;1;3;;2;1;2;;;0;0;0;0;0;1;1;2;;2;;3;1;1;1;1;1;1;4;3;;2;1;4;4;4;2;;3;2;1;1;1;2;3;1;3;2;2;;1;1;1;1;1;1;1;1;1;0;0;0;;2;;3;3;3;3;2;;;;;;;;;2;2;aus DatenschutzgrÅnden gelîscht ;4;aus DatenschutzgrÅnden gelîscht ;2;2;4;1;8;6;14;2;5
1204;1,05546456;aus DatenschutzgrÅnden gelîscht ;1;4;;1;1;1;0;0;;0;1;0;1;0;0;;1;0;0;0;0;0;0;0;0;0;0;3;;4;1;4;1;4;1;;1;2;2;1;1;2;2;2;2;;;1;;4;;1;1;0;0;0;0;2;;2;1;;4;1;3;2;;1;1;1;3;;3;1;4;4;4;3;;2;3;1;1;1;2;2;2;2;2;2;;1;0;1;0;1;1;1;1;1;0;0;0;;2;;3;3;3;3;1;;1;0;0;0;0;0;;2;2;aus DatenschutzgrÅnden gelîscht ;7;aus DatenschutzgrÅnden gelîscht ;1;1;3;5;;2;6;2;2
1205;2,19541780;aus DatenschutzgrÅnden gelîscht ;2;2;;0;1;0;0;0;;1;1;0;1;0;0;;1;0;1;0;0;0;0;1;0;0;0;4;;2;4;2;2;4;1;;3;2;2;1;2;3;1;2;1;;2;1;;2;;1;0;0;0;0;0;1;4;;1;;1;1;4;1;1;2;1;2;1;;1;3;9;4;4;1;;1;1;1;2;2;2;3;1;1;2;1;;1;1;1;0;1;1;0;1;1;0;0;0;;2;;3;3;3;9;2;;;;;;;;;3;1;aus DatenschutzgrÅnden gelîscht ;5;aus DatenschutzgrÅnden gelîscht ;4;4;3;1;3;4;9;4;7
1206;1,67912927;aus DatenschutzgrÅnden gelîscht ;2;1;;1;0;1;0;0;;1;1;0;1;0;0;;1;0;1;0;1;0;1;0;0;0;0;4;;2;9;1;3;2;2;;2;2;1;2;3;1;2;1;2;;3;2;;4;;1;0;0;0;0;0;3;;;2;;4;2;1;1;1;2;1;2;2;;4;1;4;2;1;2;;2;1;1;2;2;3;2;2;3;3;3;;1;0;0;1;0;1;1;0;0;0;0;0;;2;;2;3;3;3;1;;1;1;0;0;0;0;;2;2;aus DatenschutzgrÅnden gelîscht ;3;aus DatenschutzgrÅnden gelîscht ;4;2;4;9;;5;8;4;4
1207;0,93747765;aus DatenschutzgrÅnden gelîscht ;1;2;;0;1;1;0;0;;1;0;0;1;0;0;;0;0;0;0;1;1;1;0;0;0;0;2;;2;2;4;1;3;1;;1;1;3;1;2;1;1;2;1;;2;;;2;;0;0;0;1;0;0;1;4;;1;;2;2;2;2;;2;1;1;3;;2;1;4;3;2;2;;1;1;1;1;3;1;2;3;2;2;2;;0;1;0;1;1;1;0;1;1;0;0;0;;3;;2;3;3;3;1;;1;1;0;0;0;0;;2;2;aus DatenschutzgrÅnden gelîscht ;5;aus DatenschutzgrÅnden gelîscht ;4;3;5;1;3;4;5;7;10
1208;0,36708379;aus DatenschutzgrÅnden gelîscht ;2;3;;0;1;0;0;0;;1;0;0;1;0;0;;1;0;1;1;0;0;1;0;0;0;0;3;;1;2;4;1;4;3;;9;1;1;2;1;2;1;2;1;;2;;;2;;1;0;1;0;0;0;1;3;;1;;4;1;2;2;;1;1;2;3;;9;1;4;2;9;1;;1;1;2;2;2;1;3;1;3;2;3;;1;1;1;1;1;1;1;0;0;0;0;0;;2;;9;3;3;3;3;;;;;;;;;1;1;aus DatenschutzgrÅnden gelîscht ;3;aus DatenschutzgrÅnden gelîscht ;3;2;3;1;2;4;15;4;4
1209;0,85480934;aus DatenschutzgrÅnden gelîscht ;1;2;;1;1;1;0;0;;0;1;0;1;0;0;;1;0;1;1;0;0;0;0;0;0;0;2;;3;9;2;2;4;3;;2;1;3;1;2;3;1;2;2;;;3;;2;;1;0;1;0;0;0;1;3;;1;;2;2;3;2;;1;1;4;1;;2;2;3;2;2;2;;2;1;1;1;2;1;1;1;2;2;2;;1;1;1;1;1;1;1;1;1;0;0;0;;2;;1;3;3;3;2;;;;;;;;;2;1;aus DatenschutzgrÅnden gelîscht ;7;aus DatenschutzgrÅnden gelîscht ;1;1;1;5;;3;7;1;1
1210;1,57361962;aus DatenschutzgrÅnden gelîscht ;1;2;;0;1;0;0;0;;1;0;0;1;0;0;;1;0;0;0;1;0;0;0;0;0;0;3;;4;3;4;1;2;3;;1;2;2;2;3;1;1;1;1;;2;;;2;;1;1;1;0;0;0;1;2;;3;;4;1;1;2;;3;;2;3;;2;4;3;2;2;1;;1;1;2;3;2;2;2;1;2;1;3;;1;1;1;1;1;0;1;1;1;0;0;0;;2;;1;3;3;3;2;;;;;;;;;2;2;aus DatenschutzgrÅnden gelîscht ;7;aus DatenschutzgrÅnden gelîscht ;1;1;4;5;;3;3;2;9
1211;0,68383236;aus DatenschutzgrÅnden gelîscht ;1;3;;0;0;0;1;0;;1;1;1;1;0;0;;1;0;1;1;1;0;1;0;0;0;0;2;;3;2;3;9;3;1;;1;1;2;1;9;2;2;2;1;;1;1;1;2;;0;0;0;1;0;0;2;;2;1;;4;2;1;1;1;1;2;2;1;;1;2;4;4;9;2;;1;1;1;1;2;1;1;1;2;2;2;;1;0;0;1;1;1;1;1;1;0;0;0;;2;;1;3;3;3;2;;;;;;;;;2;2;aus DatenschutzgrÅnden gelîscht ;5;aus DatenschutzgrÅnden gelîscht ;2;2;3;1;2;4;8;4;4
1212;1,01184168;aus DatenschutzgrÅnden gelîscht ;1;2;;0;0;0;1;0;;1;1;1;1;0;0;;0;0;1;1;1;0;1;0;0;0;0;2;;2;3;3;2;1;3;;9;1;2;1;2;1;1;3;2;;1;3;2;2;;1;0;0;0;0;0;1;3;;1;;2;2;1;2;;1;1;2;1;;3;2;3;2;1;1;;1;1;2;2;1;2;3;1;1;1;2;;0;1;1;1;1;1;1;1;0;0;0;0;;2;;1;3;3;3;1;;1;0;1;0;0;0;;1;2;aus DatenschutzgrÅnden gelîscht ;6;aus DatenschutzgrÅnden gelîscht ;4;4;5;5;;7;5;7;10
1213;0,99854634;aus DatenschutzgrÅnden gelîscht ;2;3;;0;1;0;0;0;;1;1;0;1;0;0;;1;1;1;0;1;0;1;1;0;0;0;2;;2;4;9;1;1;1;;3;1;9;1;1;1;3;2;9;;1;1;;3;;0;1;0;0;0;0;1;4;;1;;4;2;2;2;;1;2;4;3;;2;2;4;1;2;2;;1;1;1;2;1;1;1;1;1;2;3;;1;1;1;0;0;1;0;1;1;0;0;0;;1;;2;3;3;3;3;;;;;;;;;2;1;aus DatenschutzgrÅnden gelîscht ;6;aus DatenschutzgrÅnden gelîscht ;2;2;5;5;;4;8;2;2
1214;1,24262874;aus DatenschutzgrÅnden gelîscht ;1;5;;0;0;0;1;0;;0;0;0;0;0;1;;1;0;1;0;1;0;1;1;0;0;0;2;;2;3;2;3;2;4;;1;3;1;1;1;1;2;2;1;;;;;;;1;1;0;0;0;0;1;4;;1;;3;1;1;2;;2;1;2;1;;2;2;4;4;3;1;;2;1;1;1;3;1;9;2;1;3;3;;1;1;1;0;1;0;0;1;1;0;0;0;;2;;2;3;3;1;1;;1;1;0;0;0;0;;1;2;aus DatenschutzgrÅnden gelîscht ;2;aus DatenschutzgrÅnden gelîscht ;3;2;4;1;2;7;9;2;9
1215;0,68996197;aus DatenschutzgrÅnden gelîscht ;2;2;;1;0;0;0;0;;0;0;0;1;0;0;;0;0;0;0;1;0;0;0;0;0;0;3;;2;3;2;1;3;1;;1;1;1;2;1;1;2;9;1;;;;;2;;1;1;1;0;0;0;1;5;;2;;3;2;1;2;;2;1;1;1;;2;2;4;4;9;1;;1;1;1;2;1;1;3;1;1;2;1;;1;0;1;1;0;1;1;0;1;0;0;0;;2;;3;3;3;3;2;;;;;;;;;1;1;aus DatenschutzgrÅnden gelîscht ;3;aus DatenschutzgrÅnden gelîscht ;4;2;4;1;3;4;8;3;7
1216;1,00931017;aus DatenschutzgrÅnden gelîscht ;1;1;;1;0;0;0;0;;1;0;1;1;0;0;;0;0;1;1;0;0;1;1;0;0;0;2;;3;1;4;2;2;2;;3;1;1;2;2;1;2;1;3;;2;;3;3;;1;0;0;0;0;0;1;1;;2;;1;1;4;1;3;1;3;3;2;;3;3;4;2;9;1;;3;3;2;3;2;3;3;1;3;3;3;;1;1;1;0;0;1;1;1;1;0;0;0;;2;;3;3;3;3;1;;1;1;1;0;0;0;;2;2;aus DatenschutzgrÅnden gelîscht ;5;aus DatenschutzgrÅnden gelîscht ;2;2;4;2;4;4;5;4;10
1217;0,88625476;aus DatenschutzgrÅnden gelîscht ;2;1;;0;0;0;1;0;;1;1;0;1;0;0;;1;0;1;1;1;1;0;0;0;0;0;2;;2;1;3;1;1;3;;1;1;1;2;2;1;1;1;2;;2;2;;1;;1;0;1;0;0;0;1;3;;1;;1;9;3;2;;1;1;3;1;;2;2;4;3;2;2;;2;1;1;1;2;3;3;1;1;1;1;;1;1;1;1;1;1;1;1;1;0;0;0;;1;;3;9;3;3;3;;;;;;;;;1;2;aus DatenschutzgrÅnden gelîscht ;4;aus DatenschutzgrÅnden gelîscht ;4;3;4;1;3;4;3;1;3
1218;0,56112038;aus DatenschutzgrÅnden gelîscht ;1;2;;1;0;0;0;0;;1;1;1;0;0;0;;0;0;1;1;1;0;1;0;0;0;0;3;;3;4;2;3;2;3;;1;1;1;1;2;1;1;2;2;;2;3;2;;;1;0;0;0;0;0;1;4;;1;;4;1;1;2;;1;1;2;1;;3;2;4;3;1;2;;1;1;1;2;1;1;2;1;1;2;3;;1;1;1;0;1;1;1;1;1;0;0;0;;1;;1;3;3;3;2;;;;;;;;;2;2;aus DatenschutzgrÅnden gelîscht ;4;aus DatenschutzgrÅnden gelîscht ;5;2;4;9;;8;5;5;10
1219;0,94263317;aus DatenschutzgrÅnden gelîscht ;1;1;;1;0;0;0;0;;1;1;0;1;0;0;;1;1;1;0;1;0;1;0;0;0;0;4;;4;2;4;3;3;1;;3;1;1;2;1;1;2;2;1;;2;3;;1;;1;1;1;0;0;0;2;;2;4;;2;1;3;1;2;2;1;2;3;;1;2;4;4;3;2;;1;2;1;1;1;2;2;1;2;2;3;;1;1;1;1;0;1;1;1;1;0;0;0;;2;;3;3;3;3;2;;;;;;;;;2;1;aus DatenschutzgrÅnden gelîscht ;4;aus DatenschutzgrÅnden gelîscht ;2;2;3;1;2;6;5;6;8
1220;1,36387264;aus DatenschutzgrÅnden gelîscht ;2;2;;0;1;1;0;0;;1;1;0;1;0;0;;1;1;1;1;1;0;1;0;0;0;0;3;;4;2;3;9;4;3;;1;1;2;1;3;1;2;3;2;;1;1;;2;;0;0;0;0;0;1;1;3;;1;;4;1;2;1;1;1;2;2;3;;3;1;4;4;2;1;;2;2;2;2;1;1;3;1;1;1;2;;1;1;0;1;1;1;0;1;1;0;0;0;;2;;3;3;3;3;2;;;;;;;;;3;2;aus DatenschutzgrÅnden gelîscht ;4;aus DatenschutzgrÅnden gelîscht ;1;1;5;1;10;5;11;7;10
1221;3,16664826;aus DatenschutzgrÅnden gelîscht ;2;2;;1;0;0;0;0;;0;1;0;1;0;0;;0;0;1;0;1;0;1;0;0;0;0;4;;3;4;1;3;3;3;;2;1;1;1;1;2;1;3;1;;;1;;3;;1;1;0;0;0;0;2;;2;2;;4;1;2;1;1;2;1;3;1;;3;2;3;2;1;2;;2;2;1;1;1;2;3;1;1;3;3;;1;0;1;0;1;1;0;1;0;0;0;0;;2;;2;3;3;2;2;;;;;;;;;1;1;aus DatenschutzgrÅnden gelîscht ;6;aus DatenschutzgrÅnden gelîscht ;1;1;4;5;;3;6;5;10
1222;0,91003986;aus DatenschutzgrÅnden gelîscht ;1;2;;1;1;0;0;0;;0;1;0;0;0;0;;1;0;1;1;0;1;0;1;0;0;0;4;;2;3;2;2;4;4;;9;2;1;2;1;3;2;1;1;;;2;;;;1;0;0;0;0;0;2;;2;2;;4;2;2;2;;2;1;4;2;;3;3;3;3;2;2;;2;9;1;3;2;2;3;1;3;2;3;;0;0;1;0;1;1;0;1;1;0;0;0;;1;;1;9;3;3;1;;1;1;0;0;0;0;;3;1;aus DatenschutzgrÅnden gelîscht ;5;aus DatenschutzgrÅnden gelîscht ;2;2;7;12;;6;5;4;5
1223;0,96783458;aus DatenschutzgrÅnden gelîscht ;1;5;;0;1;0;0;0;;1;1;1;1;0;0;;1;0;1;0;1;0;1;0;0;0;0;4;;4;1;3;1;2;3;;2;2;3;1;2;2;2;2;3;;2;1;2;2;;1;0;0;0;0;0;1;3;;2;;2;2;3;2;;3;;2;1;;2;4;4;4;2;1;;2;1;2;2;2;2;3;1;3;3;2;;1;1;0;0;1;1;1;1;0;0;0;0;;2;;3;3;3;2;1;;1;0;1;0;0;0;;2;1;aus DatenschutzgrÅnden gelîscht ;7;aus DatenschutzgrÅnden gelîscht ;2;2;1;5;;4;7;3;3
1224;0,95207796;aus DatenschutzgrÅnden gelîscht ;2;2;;1;0;0;0;0;;1;0;1;1;0;0;;1;0;1;1;1;1;0;0;0;0;0;4;;2;2;3;1;4;2;;1;1;2;1;1;2;2;2;1;;2;;3;3;;1;1;1;0;0;0;1;4;;1;;1;1;4;2;;1;1;2;3;;4;1;1;1;1;1;;2;1;3;1;2;2;2;1;2;2;3;;0;1;0;1;1;1;0;1;0;0;0;0;;1;;3;1;1;1;1;;1;1;1;0;0;0;;2;1;aus DatenschutzgrÅnden gelîscht ;4;aus DatenschutzgrÅnden gelîscht ;3;2;3;1;2;7;3;4;4
1225;0,86107763;aus DatenschutzgrÅnden gelîscht ;1;2;;0;0;0;1;0;;1;1;0;1;0;0;;1;0;0;1;1;1;1;0;0;0;0;3;;4;4;3;1;1;1;;1;2;2;2;2;1;1;3;2;;2;2;;2;;1;1;0;0;0;0;1;2;;2;;4;1;1;2;;2;1;4;1;;1;2;4;3;4;2;;1;1;1;1;1;1;2;1;3;3;2;;0;1;1;1;1;1;1;1;1;0;0;0;;2;;1;3;3;3;1;;1;1;1;0;0;0;;1;1;aus DatenschutzgrÅnden gelîscht ;3;aus DatenschutzgrÅnden gelîscht ;1;1;5;1;10;4;6;3;7
1226;1,02108059;aus DatenschutzgrÅnden gelîscht ;2;1;;0;0;0;1;0;;1;0;1;1;0;0;;1;0;1;1;0;0;0;0;0;0;0;4;;2;4;1;1;3;3;;2;1;2;1;2;1;1;9;1;;2;;2;2;;1;0;0;0;0;0;1;3;;1;;3;2;2;2;;1;1;2;1;;3;2;4;4;4;4;;1;1;1;1;1;2;2;1;1;2;1;;1;1;1;1;1;1;1;1;1;0;0;0;;2;;2;3;3;3;2;;;;;;;;;2;1;aus DatenschutzgrÅnden gelîscht ;6;aus DatenschutzgrÅnden gelîscht ;2;2;5;2;4;8;9;2;5
1227;1,22782684;aus DatenschutzgrÅnden gelîscht ;1;1;;1;1;0;0;0;;1;1;0;1;0;0;;1;0;1;1;1;0;1;1;0;0;0;2;;9;2;3;2;3;3;;1;1;2;1;2;1;2;9;2;;2;9;;1;;1;1;1;0;0;0;1;4;;1;;3;1;2;2;;1;1;2;1;;1;1;3;4;3;2;;9;1;3;1;3;1;2;1;1;1;2;;0;1;1;1;1;0;0;1;1;0;0;0;;1;;3;3;3;3;1;;1;1;0;0;0;0;;2;1;aus DatenschutzgrÅnden gelîscht ;4;aus DatenschutzgrÅnden gelîscht ;2;2;3;1;2;7;3;7;10
1228;0,78147704;aus DatenschutzgrÅnden gelîscht ;1;2;;0;0;0;1;0;;0;1;0;1;0;0;;0;0;0;0;1;0;1;0;0;0;0;3;;9;2;3;1;4;2;;2;1;1;3;1;1;1;2;2;;;1;;1;;1;0;0;0;0;0;2;;2;2;;4;2;1;1;1;2;2;4;4;;1;1;2;1;1;2;;1;1;2;1;1;9;2;3;1;1;2;;1;0;1;1;1;1;1;1;0;0;0;0;;2;;3;3;3;3;3;;;;;;;;;2;2;aus DatenschutzgrÅnden gelîscht ;7;aus DatenschutzgrÅnden gelîscht ;2;2;5;5;;3;16;4;4
1229;0,62703881;aus DatenschutzgrÅnden gelîscht ;1;2;;1;0;1;0;0;;1;1;0;1;0;0;;1;0;1;1;0;0;1;1;0;0;0;2;;3;2;2;3;2;3;;2;1;2;1;1;2;1;1;2;;9;2;;2;;0;1;0;0;0;0;1;4;;1;;3;1;2;1;1;1;1;4;3;;3;2;3;2;2;1;;1;1;1;1;1;1;2;2;1;2;3;;0;1;0;1;1;1;0;1;1;0;0;0;;2;;1;3;3;3;1;;1;1;1;0;0;0;;2;2;aus DatenschutzgrÅnden gelîscht ;4;aus DatenschutzgrÅnden gelîscht ;5;3;3;2;3;8;5;7;10
1230;0,22260582;aus DatenschutzgrÅnden gelîscht ;1;2;;1;0;0;0;0;;0;1;0;1;0;0;;1;0;1;0;1;0;0;0;0;0;0;3;;2;3;1;1;1;1;;2;1;1;1;2;2;2;2;1;;;2;;1;;1;1;0;0;0;0;2;;2;1;;4;2;2;1;2;1;2;2;3;;2;3;4;4;4;4;;2;1;1;1;3;2;3;9;1;1;2;;1;1;0;1;0;1;0;1;0;0;0;0;;1;;2;3;3;1;1;;0;0;1;0;0;0;;2;2;aus DatenschutzgrÅnden gelîscht ;5;aus DatenschutzgrÅnden gelîscht ;5;4;4;1;3;5;11;7;10
1231;0,77951234;aus DatenschutzgrÅnden gelîscht ;2;1;;0;1;0;0;0;;0;1;0;1;0;0;;0;0;1;0;1;0;0;0;0;0;0;4;;3;1;3;3;4;3;;1;1;2;1;1;2;3;1;2;;;3;;1;;0;1;0;0;0;0;1;4;;1;;4;2;2;1;1;1;1;3;1;;1;1;4;3;2;1;;1;1;1;2;1;2;2;1;2;3;1;;1;1;1;1;1;1;0;1;1;0;0;0;;1;;3;3;3;2;1;;1;1;1;0;0;0;;1;1;aus DatenschutzgrÅnden gelîscht ;5;aus DatenschutzgrÅnden gelîscht ;2;2;6;1;7;7;16;2;2
1232;0,58817307;aus DatenschutzgrÅnden gelîscht ;1;2;;1;1;0;0;0;;1;1;0;1;0;0;;0;0;0;0;0;0;0;0;0;1;0;3;;3;3;3;2;2;1;;1;1;1;1;1;1;1;2;2;;1;1;;2;;1;1;1;0;0;0;1;3;;1;;2;1;3;2;;2;1;4;1;;2;3;4;4;4;3;;2;2;1;1;2;1;1;1;2;2;3;;0;0;1;0;1;0;0;1;0;0;0;0;;1;;3;3;3;3;2;;;;;;;;;2;1;aus DatenschutzgrÅnden gelîscht ;4;aus DatenschutzgrÅnden gelîscht ;4;3;3;1;2;4;8;3;7
1233;0,42074478;aus DatenschutzgrÅnden gelîscht ;2;5;;0;0;0;0;1;;0;1;0;1;0;0;;1;0;1;0;1;1;0;0;0;0;0;4;;1;4;3;2;9;1;;1;2;2;2;1;1;1;3;3;;;1;;1;;1;1;0;0;0;0;1;3;;1;;4;1;1;1;1;2;2;3;1;;2;3;4;3;3;1;;2;1;2;1;1;1;2;2;2;2;2;;1;1;1;1;1;1;1;1;1;0;0;0;;2;;2;3;3;3;2;;;;;;;;;1;2;aus DatenschutzgrÅnden gelîscht ;2;aus DatenschutzgrÅnden gelîscht ;3;2;3;9;;8;15;4;4
1234;0,18443305;aus DatenschutzgrÅnden gelîscht ;2;2;;0;1;0;0;0;;0;1;0;1;0;0;;1;0;1;1;1;0;1;0;0;0;0;4;;2;4;1;1;3;3;;1;1;1;2;2;9;2;2;1;;;3;;2;;1;1;0;0;0;0;1;3;;1;;4;1;1;1;3;2;2;1;3;;2;2;4;2;2;1;;2;1;1;1;2;2;2;1;2;3;2;;1;1;1;1;0;1;1;1;1;0;0;0;;2;;1;3;3;3;2;;;;;;;;;1;2;aus DatenschutzgrÅnden gelîscht ;6;aus DatenschutzgrÅnden gelîscht ;5;5;5;5;;8;2;7;10
1235;1,47382340;aus DatenschutzgrÅnden gelîscht ;2;2;;1;0;0;0;0;;1;1;0;1;0;0;;0;0;1;1;1;0;1;0;0;0;0;3;;2;2;3;1;2;3;;1;1;2;1;3;1;1;2;1;;1;1;;1;;0;1;0;0;0;0;1;4;;1;;1;2;4;2;;1;1;4;1;;2;4;4;4;9;1;;1;1;1;1;9;1;1;1;1;3;1;;1;0;1;1;0;1;1;1;1;0;0;0;;2;;3;3;3;2;1;;0;1;0;0;0;0;;1;1;aus DatenschutzgrÅnden gelîscht ;3;aus DatenschutzgrÅnden gelîscht ;1;1;5;1;4;5;3;4;9
1236;0,83608147;aus DatenschutzgrÅnden gelîscht ;1;3;;0;1;0;0;0;;1;1;1;1;0;0;;1;0;1;0;1;0;1;0;0;0;0;3;;2;2;3;2;3;1;;1;2;1;2;1;1;2;2;1;;1;1;1;1;;1;1;0;0;0;0;3;;;1;;4;2;2;1;1;2;1;4;1;;1;9;4;4;2;4;;3;2;1;2;1;1;2;2;2;3;3;;1;0;1;0;0;1;1;0;1;0;0;0;;2;;1;3;3;3;2;;;;;;;;;1;2;aus DatenschutzgrÅnden gelîscht ;4;aus DatenschutzgrÅnden gelîscht ;3;2;4;1;3;5;9;3;9
1237;1,14078358;aus DatenschutzgrÅnden gelîscht ;1;1;;0;1;0;0;0;;0;1;0;1;0;0;;1;0;0;0;1;0;0;0;0;0;0;5;;2;1;1;1;3;1;;1;2;1;2;3;2;1;2;3;;;2;;1;;1;1;1;0;0;0;2;;2;4;;1;2;4;1;1;1;1;1;3;;1;2;3;2;1;1;;3;2;9;2;1;3;2;3;2;2;2;;1;0;0;1;1;1;0;0;0;0;0;0;;1;;2;2;1;1;1;;0;0;1;0;0;0;;2;2;aus DatenschutzgrÅnden gelîscht ;1;aus DatenschutzgrÅnden gelîscht ;2;2;2;9;;4;5;6;8
1238;0,60413915;aus DatenschutzgrÅnden gelîscht ;1;3;;0;0;0;1;0;;1;1;0;1;0;0;;1;0;1;1;1;0;1;0;0;0;0;4;;4;3;2;3;4;3;;1;2;1;9;1;1;1;1;2;;3;1;;9;;1;1;1;0;0;0;1;4;;1;;4;1;1;3;;2;1;1;5;;2;1;4;3;3;2;;2;1;1;9;2;1;2;1;3;3;3;;0;0;0;0;0;0;0;0;0;0;0;1;;1;;1;3;9;3;1;;0;0;0;0;0;1;;2;1;aus DatenschutzgrÅnden gelîscht ;4;aus DatenschutzgrÅnden gelîscht ;3;2;4;1;3;4;6;4;10
1239;0,50909979;aus DatenschutzgrÅnden gelîscht ;2;2;;1;1;1;0;0;;1;1;0;1;0;0;;1;0;1;1;0;0;1;0;0;0;0;3;;1;2;3;2;9;3;;1;1;2;2;1;2;1;9;1;;2;1;;2;;1;1;1;0;0;0;2;;2;1;;4;2;2;1;1;2;1;3;1;;1;1;4;3;2;1;;1;1;2;1;1;1;1;2;2;3;2;;1;1;0;1;1;1;1;0;1;0;0;0;;1;;3;3;3;2;1;;0;1;0;0;0;0;;2;1;aus DatenschutzgrÅnden gelîscht ;2;aus DatenschutzgrÅnden gelîscht ;3;2;3;4;;3;5;7;10
1240;1,35796396;aus DatenschutzgrÅnden gelîscht ;2;2;;0;1;1;0;0;;1;0;0;1;0;0;;1;0;1;1;1;0;0;0;0;0;0;3;;2;1;3;3;3;2;;1;1;3;1;3;2;2;2;2;;4;;;4;;1;0;1;0;0;0;1;3;;1;;4;2;2;1;1;2;2;1;2;;4;1;1;1;1;1;;3;2;1;1;3;2;2;1;3;3;3;;0;1;1;0;0;1;0;1;0;0;0;0;;2;;1;3;3;3;1;;1;1;0;0;0;0;;2;1;aus DatenschutzgrÅnden gelîscht ;3;aus DatenschutzgrÅnden gelîscht ;4;2;7;1;3;5;5;4;10
1241;0,98591138;aus DatenschutzgrÅnden gelîscht ;1;3;;0;0;0;1;0;;1;0;0;1;0;0;;0;0;1;1;1;0;1;0;0;0;0;3;;2;3;9;3;3;2;;1;1;2;1;1;1;2;2;3;;2;;;2;;1;0;0;0;0;0;1;4;;1;;1;2;4;1;1;2;3;3;3;;3;3;2;2;1;1;;2;2;1;1;3;2;2;3;2;3;2;;1;1;1;1;0;0;0;1;1;0;0;0;;2;;1;3;3;3;2;;;;;;;;;2;2;aus DatenschutzgrÅnden gelîscht ;5;aus DatenschutzgrÅnden gelîscht ;2;2;4;9;;8;6;6;8
1242;0,74224897;aus DatenschutzgrÅnden gelîscht ;1;3;;0;0;0;1;0;;1;1;1;1;0;0;;1;0;0;1;1;0;0;1;0;0;0;3;;2;1;4;2;1;2;;1;1;1;2;1;1;1;9;1;;3;2;2;2;;1;1;0;0;0;0;1;3;;1;;2;1;3;2;;1;1;4;4;;2;1;2;2;1;1;;2;3;1;1;1;1;3;1;3;2;3;;1;1;1;0;0;1;1;1;1;0;0;0;;2;;2;9;3;3;2;;;;;;;;;2;2;aus DatenschutzgrÅnden gelîscht ;7;aus DatenschutzgrÅnden gelîscht ;1;1;7;5;;2;1;6;8
1243;0,48370897;aus DatenschutzgrÅnden gelîscht ;1;1;;0;0;0;1;0;;0;1;0;0;0;0;;1;0;0;0;0;0;1;0;0;0;0;3;;2;2;4;1;1;1;;1;1;2;2;1;3;2;3;2;;;1;;;;1;1;1;0;0;0;1;4;;1;;1;2;9;1;1;1;1;4;2;;2;2;4;4;4;1;;3;3;2;3;2;2;3;2;2;3;3;;1;1;1;0;1;1;0;1;1;0;0;0;;1;;1;3;3;3;1;;0;1;1;0;0;0;;2;1;aus DatenschutzgrÅnden gelîscht ;2;aus DatenschutzgrÅnden gelîscht ;3;2;5;1;3;8;8;3;4
1244;0,70765028;aus DatenschutzgrÅnden gelîscht ;1;2;;0;0;0;1;0;;1;1;0;1;0;0;;1;1;0;0;0;0;1;0;0;0;0;4;;1;3;2;1;1;3;;2;2;1;1;1;1;1;1;1;;2;2;;2;;1;1;0;0;0;0;1;3;;1;;2;3;4;1;1;1;1;1;1;;2;3;9;4;3;2;;3;2;1;2;1;2;3;1;1;1;1;;1;1;1;1;0;1;1;0;0;0;0;0;;3;;9;3;3;3;2;;;;;;;;;1;1;aus DatenschutzgrÅnden gelîscht ;2;aus DatenschutzgrÅnden gelîscht ;3;2;4;4;;5;3;4;9
